"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","file_path","file_paths","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","attribute:pa_cap","attribute_data:pa_cap","attribute_default:pa_cap","attribute:pa_size","attribute_data:pa_size","attribute_default:pa_size","attribute:pa_size-ml","attribute_data:pa_size-ml","attribute_default:pa_size-ml"
"Janina","janina","26109","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Janina-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/150ml-Janina-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Janina-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml|150ml|50ml","0|1|1",""
"Milk Jr","milk-jr","26146","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Milk-Jr-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/130ml-Milk-Jr-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml|130ml","0|1|1",""
"Oval","oval","26171","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Oval-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Oval-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/30ml-Oval-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Oval-+-Z-Fliptop-Cap.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Ball Screw Cap|Disc Cap|Fireman Spray|Gel Pump|Gel Pump Shroud|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","100ml|200ml|30ml|50ml","0|1|1",""
"Rectangular","rectangular","26209","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Rectangular-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Ball-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Gel-Pump-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/50ml-Rectangular-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Ball Screw Cap|Disc Cap|Gel Pump|Gel Pump Shroud|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml|50ml","0|1|1",""
"Roman","roman","26230","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Roman-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","100ml","0|1|1",""
"Therma","therma","26243","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/100ml-Therma-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Therma-+-Z-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Therma-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Therma-+-Trigger-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/500ml-Therma-+-Lotion-Pump-Flat-Turn.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/1000ml-Therma-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/1000ml-Therma-+-Lotion-Pump-Flat-Turn.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Lotion Pump Flat Turn|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray|Z Fliptop Cap","1|1|1","","","","","1000ml|100ml|200ml|500ml","0|1|1",""
"LS","ls","26270","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/10ml-LS-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/10ml-LS-+-Roll-On-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/10ml-LS-+-Gel-Pump.jpg","variable","pet bottles","","","","Gel Pump|Pump Spray|Roll On Cap","1|1|1","","","","","10ml","0|1|1",""
"Angelina","angelina","26274","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Aluminum-Screw-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Angelina-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Aluminum Screw Pump|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud","1|1|1","","","","","120ml","0|1|1",""
"Genie","genie","26287","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Pump-Spray-Fancy.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Genie-+-Pump-Spray-Shroud.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Disc-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Fireman-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Lotion-Pump-Twist.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/200ml-Genie-+-Trigger-Spray.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Ball Fliptop Cap|Disc Cap|Fireman Spray|Gel Pump|Lotion Pump Flat|Lotion Pump Twist|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Fancy|Pump Spray Shroud|Trigger Spray","1|1|1","","","","","120ml|200ml","0|1|1",""
"Skin","skin","26308","","","publish","0","2013-07-25 02:43:08","0","open","","no","no","visible","","instock","no","no","","","","","","","none","","","","no","","","","","","","","","","","","","http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Aluminum-Fake-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Ardent-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Ball-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Gel-Pump.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Lotion-Pump-Flat.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Mushroom-Fliptop-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Mushroom-Screw-Cap.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Pump-Spray.jpg|http://localhost/wordpress/wp-content/uploads/2014/01/120ml-Skin-+-Pump-Spray-Shroud.jpg","variable","pet bottles","","","","Aluminum Fake Cap|Ardent Fliptop Cap|Ball Fliptop Cap|Gel Pump|Lotion Pump Flat|Mushroom Fliptop Cap|Mushroom Screw Cap|Pump Spray|Pump Spray Shroud","1|1|1","","","","","120ml","0|1|1",""
